university_id,source_url,discovery_depth,parent_url,link_url,link_text,link_type_hint,same_domain,keyword_match,confidence_level,requires_human_attention,blocking_status,notes,observed_at_utc
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://iris.unipa.it/,Archivio istituzionale della ricerca - Iris,unknown,no,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/biblioteche/scopri-i-servizi/supporto-alla-ricerca/,Servizi bibliotecari per la ricerca,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/,Area Ricerca e Innovazione,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/,Fare Ricerca: Bandi e Opportunità,unknown,yes,yes,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/biblioteche/collezioni/progetti-editoriali/,Progetti editoriali,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearisorseumane/hr-excellence-in-research/,HR Excellence in Research,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/centre-of-advanced-studies/,A.S.CENT - Centre of Advanced Studies,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/progetti/pnrr/,PNRR,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,0,https://www.unipa.it/albo.html,https://www.unipa.it/terzamissione/,Terza Missione,unknown,yes,no,low,yes,needs_human_review,Observed on approved source page with bounded discovery controls.,2026-05-18T14:08:59Z
it-unipa,https://www.unipa.it/albo.html,1,https://www.unipa.it/albo.html#content,https://www.unipa.it/albo.html#content,Salta al contenuto principale,unknown,yes,yes,low,yes,needs_human_review,Observed from bounded depth-1 same-domain keyword-relevant follow link.,2026-05-18T14:08:59Z
